id,sales
3000888,4.549869963122051
3000889,0.0
3000890,3.8013497656941713
3000891,2453.671515609769
3000892,0.0569363604401459
3000893,386.43045504564446
3000894,10.065067579144776
3000895,743.9051431894113
3000896,835.7404573101661
3000897,158.65006465978962
3000898,144.4076170575513
3000899,149.89412006043145
3000900,2694.424105848161
3000901,23.7941905495256
3000902,1.7161431888547876
3000903,30.68113081911083
3000904,25.92047004048529
3000905,0.0477000404605396
3000906,159.01381020908408
3000907,17.667390393665276
3000908,24.322127585298997
3000909,5.799234250377468
3000910,100.11596435345804
3000911,7.639713590221886
3000912,270.45797153378226
3000913,182.38549260490075
3000914,4.325515131200031
3000915,7.394691667826216
3000916,341.0226550261242
3000917,58.355266394533935
3000918,3895.4075568504254
3000919,0.0
3000920,26.248391963119023
3000921,1.6670279118683131
3000922,0.0
3000923,2.9658542194970057
3000924,1114.9722328652194
3000925,0.0
3000926,88.91354317966137
3000927,3.532258997161133
3000928,596.8194720735676
3000929,402.66446746300585
3000930,230.45561249709695
3000931,25.55825872222548
3000932,26.777729486247456
3000933,2592.6421251601114
3000934,3.633170121737394
3000935,0.2994318521075219
3000936,11.31101968799872
3000937,9.235001748117734
3000938,0.0884364305414071
3000939,157.5225235806733
3000940,3.109379341857794
3000941,0.0152788084931234
3000942,0.8291755072262403
3000943,10.142441341365554
3000944,0.142383709854399
3000945,177.86997679899045
3000946,153.81267145891223
3000947,0.4832401603856537
3000948,3.0660335621232626
3000949,124.32224853079364
3000950,19.480678628957715
3000951,270.8320205475685
3000952,5.914845779329013
3000953,0.7595940392847542
3000954,3.5586922566725754
3000955,0.3414914207830171
3000956,6.249921941723771
3000957,3834.771103975554
3000958,0.0
3000959,573.069810646777
3000960,12.061851128101967
3000961,1572.7137666272397
3000962,618.1763904260683
3000963,471.0215052970901
3000964,234.9910061863737
3000965,73.3260007438747
3000966,6127.306155559314
3000967,23.76790848171122
3000968,0.15400972393394
3000969,18.607930627526343
3000970,19.939042146643818
3000971,0.0
3000972,393.9292324912989
3000973,4.982409938169044
3000974,2.352280934439888
3000975,6.803101601652395
3000976,27.42248429497541
3000977,2.0014666590979635
3000978,562.2151314644602
3000979,335.011527267478
3000980,0.7072307568732488
3000981,10.584070852346246
3000982,330.1107301419723
3000983,100.58513363267618
3000984,1843.663441956016
3000985,26.126391151633435
3000986,4.565355658878682
3000987,4.089433138835408
3000988,0.140779474095322
3000989,2.943809830978158
3000990,1417.8560347193406
3000991,0.0
3000992,159.8329850750668
3000993,8.045063403927308
3000994,837.6676062090652
3000995,441.57563728043584
3000996,195.36554638660235
3000997,49.34900211213407
3000998,31.541152751993984
